,Country,Sub-national region,latitude,longitude,MPI_Region,PercPoverty,popDensity,precipitation,TimeToCity,Temperature
842,South Sudan,Northern Bahr el Ghazal,8.5360449,26.7967849,0.652,97.4,6.16666650772095,1301.0,155.0,33.0
843,South Sudan,Upper Nile,9.8894202,32.7181375,0.503,86.3,6.5,801.0,1394.0,38.0
844,South Sudan,Warap,8.2209308,28.8596804,0.661,98.7,16.5,1175.0,309.0,35.0
845,South Sudan,Western Bahr el Ghazal,8.6452399,25.2837585,0.491,84.9,0.5,1308.5,819.0,32.0
846,South Sudan,Western Equatoria,5.3471799,28.299435,0.456,85.2,6.66666650772095,1535.5,456.0,29.0
847,Sudan,Blue Nile,11.5860078,34.1531947,0.382,71.8,15.1666669845581,879.5,45.0,42.0
848,Sudan,Central Darfor,,,0.501,84.7,,,,
849,Sudan,East Darfor,14.3782747,24.9042208,0.481,81.2,1.66666662693024,211.5,294.0,37.0
850,Sudan,Gadarif,14.3782747,24.9042208,0.404,72.4,1.66666662693024,211.5,294.0,37.0
851,Sudan,Gezira,14.8859611,33.438353,0.165,34.7,47.5,331.0,43.0,44.0
852,Sudan,Kassala,15.4581332,36.4039629,0.362,66.1,35.0,336.5,3.0,41.0
853,Sudan,Khartoum,15.5006544,32.5598994,0.077,17.6,1547.21166992188,185.5,11.0,41.0
854,Sudan,North Darfor,15.7661969,24.9042208,0.447,83.2,1.66666662693024,114.5,843.0,35.0
